player,perc_1st_serve,perc_1st_serve_points_won,perc_2nd_serve_points_won,perc_service_games_won,avg_aces__match,avg_double_faults_match,perc_1st_serve_return_points_won,perc_2nd_serve_return_points_won,perc_return_games_won,perc_break_points_converted_x,perc_break_points_converted_y,perc_break_points_saved,perc_tie_breaks_won,perc_deciding_sets_won,Score,Ranking
Alejandro Davidovich Fokina,0.8953488372093024,0.08139534883720931,0.6511627906976745,0.12790697674418605,-27.13953488372093,0.5813953488372093,0.8023255813953488,0.4883720930232558,0.8023255813953488,0.5930232558139535,0.5930232558139535,0.023255813953488372,0.09302325581395349,0.27906976744186046,1.3196,73
Jaume Munar,0.45348837209302323,0.20930232558139536,0.09302325581395349,0.12790697674418605,-20.046511627906977,-7.546511627906977,0.9418604651162791,0.3953488372093023,0.8488372093023255,0.1744186046511628,0.1744186046511628,0.1744186046511628,0.046511627906976744,0.046511627906976744,1.1967999999999996,74
Federico Coria,0.9302325581395349,-0.12790697674418605,0.20930232558139536,-0.4069767441860465,-31.162790697674417,2.1744186046511627,0.9418604651162791,0.5813953488372093,0.9651162790697675,0.7209302325581395,0.7209302325581395,-0.19767441860465115,-0.686046511627907,2.011627906976744,1.1712,75
Bernabe Zapata Miralles,0.9069767441860465,-0.5,0.16279069767441862,-0.7441860465116279,-36.33720930232558,4.476744186046512,1.1627906976744187,0.6627906976744186,1.5348837209302326,1.9883720930232558,1.9883720930232558,-0.16279069767441862,-1.7674418604651163,0.3372093023255814,1.1532000000000002,76
Federico Delbonis,0.7325581395348837,-0.627906976744186,-0.47674418604651164,-0.9883720930232558,-27.697674418604652,-3.116279069767442,0.18604651162790697,-0.18604651162790697,0.023255813953488372,0.9651162790697675,0.9651162790697675,-0.7325581395348837,-2.4302325581395348,-2.046511627906977,1.1465999999999998,77
Francisco Cerundolo,0.27906976744186046,0.1744186046511628,0.36046511627906974,0.19767441860465115,-31.63953488372093,-2.197674418604651,0.872093023255814,0.8488372093023255,0.9069767441860465,0.6976744186046512,0.6976744186046512,0.5232558139534884,0.45348837209302323,0.6976744186046512,1.0842,78
Sebastian Baez,0.9883720930232558,0.03488372093023256,0.627906976744186,0.1744186046511628,-40.96511627906977,3.372093023255814,0.8488372093023255,0.6627906976744186,0.7325581395348837,0.3372093023255814,0.3372093023255814,0.23255813953488372,-0.4069767441860465,0.6976744186046512,1.039,79
Aslan Karatsev,0.13953488372093023,0.26744186046511625,0.1744186046511628,0.20930232558139536,-16.802325581395348,-23.674418604651162,0.6162790697674418,0.3488372093023256,0.46511627906976744,0.4418604651162791,0.4418604651162791,0.36046511627906974,0.18604651162790697,-0.13953488372093023,0.9790000000000002,80
Cristian Garin,0.36046511627906974,0.11627906976744186,0.046511627906976744,0.05813953488372093,-31.151162790697676,-5.767441860465116,0.7558139534883721,0.3488372093023256,0.6976744186046512,0.5581395348837209,0.5581395348837209,0.23255813953488372,0.11627906976744186,1.3372093023255813,0.9153999999999999,81
Nikoloz Basilashvili,0.023255813953488372,0.26744186046511625,0.011627906976744186,0.03488372093023256,-27.22093023255814,-9.05813953488372,0.10465116279069768,0.32558139534883723,0.11627906976744186,0.13953488372093023,0.13953488372093023,0.011627906976744186,0.6162790697674418,0.13953488372093023,0.8480000000000001,82
Mikael Ymer,0.9069767441860465,0.10465116279069768,0.32558139534883723,0.12790697674418605,-36.30232558139535,-3.1744186046511627,0.9418604651162791,0.813953488372093,0.9534883720930233,0.8372093023255814,0.8372093023255814,0.13953488372093023,0.046511627906976744,0.6046511627906976,0.7582,83
Fabio Fognini,0.09302325581395349,0.16279069767441862,0.22093023255813954,0.08139534883720931,-24.988372093023255,-12.63953488372093,0.4186046511627907,0.6395348837209303,0.6046511627906976,0.37209302325581395,0.37209302325581395,0.2558139534883721,0.26744186046511625,0.7674418604651163,0.586,84
Pedro Martinez,0.686046511627907,0.06976744186046512,0.6046511627906976,0.11627906976744186,-32.44186046511628,-4.232558139534884,0.6976744186046512,0.6511627906976745,0.5697674418604651,0.11627906976744186,0.11627906976744186,0.13953488372093023,0.2558139534883721,0.22093023255813954,0.39579999999999993,85
Diego Schwartzman,0.872093023255814,0.011627906976744186,0.11627906976744186,0.03488372093023256,-33.825581395348834,-2.0813953488372094,0.9883720930232558,0.9418604651162791,0.9883720930232558,0.872093023255814,0.872093023255814,0.2558139534883721,0.29069767441860467,0.9534883720930233,-0.03499999999999981,86
